transaction_amount,device_type,browser,payment_method,country,num_items,time_on_site_sec,is_first_purchase,referral,hour_of_day,account_age_days,Fraud
28.76,Mobile,Edge,Card,Other,3,34.0,No,Search,3,676,0
78.66,Mobile,Edge,Card,CN,5,270.0,Yes,Ads,13,640,0
11.47,Mobile,Chrome,PayPal,BR,5,61.0,No,Social,13,924,0
19.45,Tablet,Chrome,Card,FR,6,53.0,Yes,Social,21,1747,0
11.43,Mobile,Firefox,PayPal,US,1,208.0,No,Ads,7,251,0
56.370000000000005,Mobile,Chrome,Card,UK,2,16.0,No,Search,20,722,0
38.24,Desktop,Chrome,Card,US,7,215.0,Yes,Search,3,425,0
185.8,Mobile,Firefox,Card,IN,7,17.0,No,Search,20,909,0
145.75,Mobile,Chrome,Card,BR,5,113.0,No,Direct,6,1130,0
4.32,Mobile,Edge,PayPal,US,6,263.0,No,Direct,12,787,0
12.25,Mobile,Firefox,Card,FR,7,173.0,No,Ads,14,1628,0
9.52,Mobile,Other,Card,UK,4,166.0,No,Direct,22,1730,0
37.25,Desktop,Edge,Card,BR,5,202.0,No,Social,7,783,0
-0.4399999999999995,Desktop,Chrome,Card,Other,3,86.0,No,Direct,4,651,0
19.48,Mobile,Chrome,PayPal,US,2,214.0,Yes,Search,16,1573,0
31.03,Mobile,Chrome,COD,US,6,127.0,Yes,Direct,20,516,0
-3.63,Desktop,Safari,COD,BR,5,167.0,No,Direct,6,270,0
328.8,Desktop,Edge,PayPal,CN,7,0.0,No,Social,16,780,1
79.23,Desktop,Edge,Card,FR,1,140.0,No,Search,9,428,0
323.47,Mobile,Safari,Card,IN,7,55.0,No,Search,3,1016,1
35.28,Desktop,Chrome,PayPal,Other,5,272.0,No,Social,8,613,0
78.04,Mobile,Chrome,Card,UK,1,229.0,Yes,Direct,4,1080,0
56.49,Mobile,Edge,Card,IN,2,403.0,Yes,Search,5,1478,0
17.83,Mobile,Chrome,PayPal,US,5,90.0,Yes,Direct,17,1342,0
88.2,Mobile,Chrome,Card,FR,3,54.0,No,Search,14,1075,0
160.15,Desktop,Safari,Card,CN,6,85.0,No,Search,20,54,0
96.68,Desktop,Chrome,Card,IN,1,216.0,Yes,Search,23,474,0
70.2,Mobile,Firefox,Card,FR,4,111.0,No,Search,1,1620,0
34.99,Mobile,Safari,Card,US,5,106.0,Yes,Direct,11,1465,0
238.72,Mobile,Chrome,BankTransfer,FR,2,203.0,No,Search,2,1815,0
62.99,Desktop,Other,COD,Other,3,86.0,No,Direct,7,1485,0
-2.06,Mobile,Chrome,COD,US,7,266.0,No,Direct,8,405,0
25.520000000000003,Mobile,Safari,Card,UK,2,131.0,No,Search,8,383,0
64.13,Desktop,Chrome,Card,US,4,174.0,Yes,Social,19,765,0
30.090000000000003,Desktop,Other,PayPal,CN,5,229.0,No,Ads,18,763,0
62.2,Mobile,Chrome,Card,FR,6,377.0,No,Search,10,1091,0
9.91,Mobile,Safari,PayPal,US,7,70.0,No,Direct,20,1425,0
110.21,Mobile,Chrome,Card,Other,3,108.0,No,Search,3,652,0
64.75,Tablet,Safari,Card,BR,7,301.0,No,Direct,23,412,0
46.81,Mobile,Firefox,Card,UK,1,132.0,Yes,Direct,0,1727,0
265.94,Desktop,Chrome,Card,DE,6,202.0,No,Ads,1,839,0
124.14,Mobile,Safari,Card,US,4,235.0,No,Search,6,54,0
118.68,Mobile,Chrome,Card,US,3,147.0,No,Ads,13,1690,0
2.5,Mobile,Safari,BankTransfer,DE,6,254.0,No,Search,8,837,0
8.45,Desktop,Safari,PayPal,US,1,178.0,Yes,Direct,12,1365,0
22.65,Desktop,Chrome,Card,UK,3,171.0,Yes,Search,13,893,0
93.68,Mobile,Safari,Card,DE,1,188.0,Yes,Social,16,506,0
1.7899999999999991,Desktop,Chrome,Card,US,5,134.0,Yes,Social,23,1725,0
186.1,Desktop,Chrome,Card,BR,1,190.0,No,Social,12,1584,0
-3.55,Mobile,Edge,PayPal,FR,5,250.0,No,Ads,21,782,0
27.58,Desktop,Chrome,Card,IN,2,98.0,No,Direct,4,1093,0
60.22,Mobile,Firefox,PayPal,US,5,195.0,No,Direct,8,1230,0
188.75,Mobile,Safari,COD,US,1,273.0,Yes,Social,16,1610,0
85.11,Desktop,Chrome,Card,CN,3,39.0,No,Search,20,780,0
94.64,Desktop,Edge,Card,US,5,178.0,No,Direct,23,201,1
30.07,Mobile,Safari,PayPal,US,2,101.0,No,Search,11,1410,0
97.87,Mobile,Safari,PayPal,Other,7,249.0,No,Direct,13,1311,0
12.28,Tablet,Safari,PayPal,US,2,122.0,No,Social,16,302,0
6.239999999999998,Mobile,Chrome,Card,US,3,63.0,Yes,Direct,1,1648,0
89.11,Mobile,Edge,Card,US,2,149.0,No,Search,10,532,0
89.18,Mobile,Safari,BankTransfer,IN,5,473.0,Yes,Search,16,795,0
67.91,Mobile,Edge,PayPal,Other,4,122.0,No,Ads,19,1460,0
55.94,Mobile,Edge,PayPal,BR,6,196.0,No,Search,12,1633,0
75.96,Desktop,Chrome,Card,BR,2,93.0,Yes,Direct,9,1570,0
293.06,Desktop,Safari,Card,IN,5,309.0,No,Direct,3,1542,0
396.29,Mobile,Chrome,Card,UK,5,49.0,No,Ads,20,1246,0
95.28,Desktop,Chrome,PayPal,US,7,133.0,Yes,Ads,20,1046,0
111.13,Desktop,Safari,BankTransfer,IN,1,176.0,Yes,Social,11,1611,0
4.94,Desktop,Safari,PayPal,US,3,155.0,No,Search,20,547,0
40.46,Mobile,Safari,Card,DE,7,61.0,No,Search,23,648,0
59.510000000000005,Mobile,Safari,Card,US,6,392.0,No,Direct,17,805,0
21.92,Desktop,Chrome,Card,DE,6,296.0,Yes,Search,7,1694,0
0.1400000000000005,Tablet,Safari,Card,US,3,104.0,No,Search,11,977,0
82.04,Desktop,Chrome,Card,US,2,93.0,No,Ads,16,1198,0
12.72,Desktop,Other,PayPal,US,2,82.0,Yes,Social,9,700,0
10.45,Mobile,Chrome,Card,US,6,33.0,No,Direct,5,489,0
182.47,Desktop,Edge,Card,US,2,410.0,Yes,Direct,23,529,1
446.23,Desktop,Firefox,BankTransfer,DE,5,251.0,No,Search,14,25,0
29.880000000000003,Desktop,Safari,BankTransfer,FR,4,140.0,Yes,Direct,0,573,0
41.85,Desktop,Other,Card,DE,7,140.0,No,Social,13,456,0
43.89,Desktop,Chrome,PayPal,US,7,22.0,Yes,Direct,12,88,0
34.06,Tablet,Chrome,Card,UK,6,90.0,No,Search,2,1099,0
38.16,Mobile,Chrome,PayPal,CN,7,263.0,Yes,Social,4,1380,0
-1.8800000000000008,Mobile,Chrome,PayPal,CN,5,162.0,No,Search,21,1589,0
135.71,Desktop,Chrome,BankTransfer,Other,7,216.0,No,Social,21,730,0
55.45,Desktop,Chrome,Card,FR,1,137.0,No,Direct,10,754,0
4.08,Desktop,Chrome,Card,IN,2,187.0,Yes,Search,20,1792,0
10.6,Desktop,Chrome,Card,Other,6,201.0,No,Social,1,715,0
59.56,Mobile,Chrome,Card,CN,6,125.0,No,Ads,4,381,0
11.82,Desktop,Chrome,Card,Other,5,258.0,Yes,Search,3,499,0
35.11,Mobile,Edge,PayPal,UK,5,114.0,Yes,Social,14,317,0
77.85,Desktop,Other,Card,US,1,148.0,Yes,Direct,19,470,0
33.14,Mobile,Chrome,PayPal,UK,1,150.0,No,Direct,1,1006,0
326.84,Desktop,Chrome,Card,US,7,113.0,Yes,Direct,14,724,0
159.89,Desktop,Firefox,COD,DE,2,55.0,Yes,Social,5,1800,0
220.8,Tablet,Safari,COD,US,7,151.0,Yes,Ads,9,1453,0
14.44,Desktop,Safari,PayPal,Other,7,227.0,No,Search,0,1454,0
64.52,Desktop,Chrome,Card,FR,7,44.0,No,Search,7,316,0
74.58,Desktop,Chrome,PayPal,US,5,77.0,No,Search,17,1218,0
125.18,Desktop,Safari,COD,CN,1,77.0,Yes,Search,15,1317,0
39.86,Mobile,Other,Card,DE,4,75.0,No,Search,19,1029,0
30.89,Mobile,Edge,Card,US,7,175.0,Yes,Ads,23,727,0
38.74,Mobile,Safari,PayPal,UK,2,197.0,No,Direct,2,566,0
-1.4499999999999993,Desktop,Chrome,PayPal,Other,4,375.0,No,Ads,11,517,0
247.32,Mobile,Edge,PayPal,IN,2,188.0,No,Social,2,680,0
13.260000000000002,Mobile,Firefox,PayPal,UK,3,465.0,Yes,Direct,5,1386,0
218.94,Desktop,Chrome,PayPal,IN,5,48.0,No,Social,3,292,0
5.109999999999999,Mobile,Safari,PayPal,US,7,144.0,No,Search,22,1148,0
19.09,Desktop,Edge,PayPal,US,2,67.0,Yes,Social,3,320,0
293.96,Mobile,Firefox,PayPal,IN,6,354.0,Yes,Direct,6,322,0
66.23,Desktop,Chrome,Card,UK,7,329.0,No,Direct,10,1571,0
316.55,Mobile,Chrome,Card,Other,2,63.0,No,Search,4,1564,0
115.37,Desktop,Chrome,Card,DE,4,193.0,No,Direct,6,205,0
18.83,Mobile,Safari,Card,US,6,199.0,No,Direct,9,650,0
136.38,Desktop,Firefox,COD,UK,2,62.0,Yes,Direct,23,1415,0
46.77,Mobile,Chrome,BankTransfer,US,2,65.0,No,Social,4,368,0
19.77,Mobile,Firefox,COD,BR,3,62.0,Yes,Search,13,642,0
59.23,Desktop,Edge,Card,Other,1,87.0,Yes,Search,4,1394,0
5.01,Desktop,Safari,PayPal,US,5,197.0,No,Social,16,1087,0
130.67,Desktop,Safari,Card,FR,1,256.0,Yes,Search,9,1690,0
199.3,Desktop,Firefox,Card,UK,5,154.0,No,Direct,9,687,1
57.790000000000006,Desktop,Safari,Card,CN,4,311.0,No,Search,14,1509,0
189.8,Desktop,Safari,Card,US,5,88.0,Yes,Search,1,874,0
193.42,Desktop,Safari,Card,US,6,157.0,No,Search,15,580,0
21.8,Mobile,Safari,Card,UK,2,590.0,Yes,Social,11,336,0
64.78,Desktop,Chrome,Card,Other,7,194.0,No,Search,15,297,0
42.88,Mobile,Chrome,PayPal,US,5,117.0,No,Search,18,1657,0
-0.6099999999999994,Desktop,Chrome,Card,CN,3,105.0,No,Search,22,632,0
138.53,Tablet,Safari,Card,UK,7,249.0,No,Ads,1,14,0
245.13,Desktop,Chrome,Card,US,3,155.0,No,Social,8,1058,0
75.91,Mobile,Edge,COD,CN,6,77.0,Yes,Ads,0,59,0
62.85,Desktop,Chrome,BankTransfer,BR,7,217.0,No,Search,14,1300,0
68.6,Mobile,Chrome,Card,FR,3,197.0,No,Social,23,402,0
36.81,Desktop,Safari,PayPal,CN,5,107.0,Yes,Search,18,1585,0
204.17,Mobile,Chrome,Card,FR,7,160.0,Yes,Direct,9,1184,0
88.08,Desktop,Safari,PayPal,CN,6,154.0,No,Social,10,306,0
23.06,Desktop,Other,Card,CN,6,30.0,No,Social,7,1165,0
23.25,Mobile,Safari,Card,US,5,231.0,No,Ads,3,1548,0
88.05,Mobile,Chrome,Card,Other,6,184.0,No,Direct,14,23,0
238.64,Mobile,Chrome,Card,Other,2,197.0,No,Direct,23,1803,0
77.11,Mobile,Chrome,Card,DE,5,79.0,No,Social,13,397,0
459.99,Mobile,Chrome,Card,FR,7,191.0,No,Direct,5,241,0
43.39,Mobile,Firefox,Card,IN,6,191.0,Yes,Ads,0,16,0
89.02,Desktop,Firefox,Card,BR,5,286.0,Yes,Search,11,306,0
47.56,Mobile,Chrome,Card,UK,7,187.0,Yes,Search,2,218,0
41.34,Desktop,Chrome,Card,BR,2,157.0,Yes,Direct,21,1622,0
72.85,Mobile,Firefox,BankTransfer,BR,6,359.0,Yes,Search,23,1012,0
50.78,Mobile,Chrome,PayPal,BR,1,189.0,No,Social,21,917,0
19.42,Desktop,Edge,Card,BR,1,384.0,Yes,Search,16,103,0
24.53,Desktop,Safari,PayPal,CN,2,75.0,Yes,Direct,3,475,0
12.93,Desktop,Chrome,PayPal,IN,4,24.0,No,Direct,20,411,0
52.04,Mobile,Safari,Card,IN,2,129.0,No,Direct,19,1555,0
93.13,Desktop,Chrome,Card,US,6,191.0,Yes,Direct,5,1015,0
102.76,Mobile,Safari,PayPal,BR,7,249.0,Yes,Search,5,52,0
73.66,Mobile,Chrome,PayPal,CN,7,198.0,No,Social,19,527,0
24.01,Desktop,Edge,Card,US,3,115.0,No,Search,5,101,0
38.68,Desktop,Chrome,Card,Other,4,195.0,Yes,Social,16,52,0
121.42,Mobile,Chrome,PayPal,US,3,360.0,No,Social,7,1042,0
7.379999999999999,Tablet,Chrome,Card,FR,4,282.0,No,Search,13,816,0
29.11,Mobile,Safari,Card,US,4,43.0,No,Search,13,761,0
56.52,Desktop,Safari,BankTransfer,US,6,352.0,Yes,Search,3,608,0
140.45,Desktop,Chrome,PayPal,US,4,154.0,No,Ads,22,1311,0
11.66,Mobile,Chrome,Card,IN,6,181.0,Yes,Search,19,1431,0
189.67,Mobile,Safari,Card,FR,4,226.0,Yes,Search,20,1100,0
24.76,Mobile,Chrome,PayPal,US,6,268.0,Yes,Search,7,1403,0
11.670000000000002,Desktop,Chrome,BankTransfer,FR,4,214.0,No,Search,23,159,0
53.29,Desktop,Chrome,Card,DE,5,288.0,No,Direct,11,732,0
37.26,Mobile,Chrome,Card,CN,3,147.0,No,Ads,16,897,0
9.44,Mobile,Chrome,PayPal,IN,5,231.0,No,Search,10,1484,0
23.64,Mobile,Chrome,Card,CN,7,213.0,Yes,Search,0,965,0
16.04,Mobile,Chrome,PayPal,US,2,149.0,No,Social,1,509,0
180.29,Mobile,Chrome,Card,CN,5,92.0,No,Search,14,1809,0
336.79,Desktop,Firefox,Card,IN,6,3.0,No,Search,22,640,1
37.38,Mobile,Chrome,Card,US,7,86.0,No,Social,12,1352,0
7.760000000000002,Desktop,Chrome,PayPal,FR,5,31.0,No,Ads,21,1751,0
12.12,Mobile,Chrome,Card,IN,4,143.0,Yes,Direct,20,902,0
10.25,Mobile,Chrome,Card,BR,3,138.0,Yes,Social,3,396,0
83.69,Mobile,Safari,Card,US,6,61.0,No,Search,15,1223,0
41.16,Mobile,Chrome,BankTransfer,DE,4,189.0,No,Direct,15,736,0
40.33,Mobile,Firefox,PayPal,IN,6,59.0,Yes,Search,2,274,0
76.83,Desktop,Edge,Card,US,2,97.0,Yes,Search,19,1794,0
531.6,Mobile,Firefox,Card,US,7,20.0,Yes,Direct,7,1173,1
5.32,Mobile,Firefox,Card,US,1,136.0,Yes,Direct,19,722,0
62.86,Mobile,Safari,Card,US,1,213.0,No,Social,21,1325,0
11.46,Desktop,Safari,PayPal,UK,2,301.0,Yes,Social,20,738,0
63.260000000000005,Tablet,Chrome,PayPal,US,3,167.0,No,Direct,11,1574,0
20.07,Desktop,Chrome,Card,IN,2,60.0,No,Direct,10,7,0
130.53,Mobile,Chrome,Card,Other,3,551.0,No,Ads,16,1330,0
813.67,Mobile,Other,PayPal,US,7,198.0,No,Direct,20,877,1
13.43,Desktop,Safari,Card,Other,7,192.0,No,Social,13,1738,0
21.97,Desktop,Firefox,Card,CN,3,67.0,No,Search,8,27,0
11.829999999999998,Desktop,Other,Card,US,4,132.0,No,Direct,6,1796,0
66.08,Desktop,Chrome,PayPal,US,4,205.0,No,Search,10,1014,0
22.39,Mobile,Firefox,PayPal,US,3,177.0,No,Direct,10,447,0
70.79,Mobile,Firefox,Card,CN,4,204.0,No,Search,10,1394,0
9.94,Desktop,Safari,PayPal,UK,7,80.0,No,Search,1,1501,0
103.91,Mobile,Safari,PayPal,UK,3,201.0,Yes,Direct,11,571,0
4.949999999999999,Mobile,Chrome,Card,US,3,106.0,No,Direct,13,653,0
376.46,Mobile,Firefox,Card,IN,1,43.0,Yes,Search,10,652,1
588.89,Mobile,Firefox,Card,IN,2,104.0,Yes,Search,14,819,1
7.940000000000001,Desktop,Edge,Card,DE,6,86.0,Yes,Search,15,1558,0
-2.1900000000000004,Desktop,Firefox,PayPal,FR,5,245.0,No,Direct,9,1424,0
16.73,Desktop,Safari,Card,BR,1,55.0,No,Ads,11,1578,0
34.33,Mobile,Chrome,Card,Other,5,16.0,Yes,Direct,3,1699,0
66.05,Desktop,Other,BankTransfer,FR,6,258.0,Yes,Search,12,604,0
27.44,Mobile,Firefox,Card,FR,2,213.0,No,Direct,4,1379,0
378.8,Desktop,Chrome,PayPal,IN,7,132.0,Yes,Social,21,651,0
48.65,Desktop,Chrome,Card,US,4,44.0,Yes,Direct,0,354,0
94.49,Tablet,Chrome,Card,CN,4,169.0,No,Search,4,832,0
33.89,Mobile,Chrome,Card,IN,4,316.0,No,Search,2,1823,0
305.09,Desktop,Chrome,Card,US,3,28.0,Yes,Search,2,10,1
0.9499999999999992,Desktop,Edge,PayPal,US,5,277.0,Yes,Direct,11,1206,0
68.73,Desktop,Firefox,PayPal,IN,6,90.0,No,Search,0,226,0
84.01,Mobile,Chrome,Card,Other,7,116.0,No,Direct,19,1668,0
49.58,Tablet,Chrome,Card,DE,1,79.0,Yes,Direct,15,538,0
66.97,Mobile,Safari,Card,US,5,43.0,No,Social,22,1756,0
450.08,Desktop,Edge,Card,US,4,24.0,Yes,Direct,12,1399,0
27.28,Desktop,Chrome,COD,Other,6,367.0,No,Search,12,141,0
31.630000000000003,Desktop,Edge,PayPal,UK,2,103.0,No,Search,2,1352,0
137.86,Desktop,Chrome,PayPal,BR,3,64.0,No,Social,1,77,0
48.11,Mobile,Chrome,Card,US,1,199.0,No,Ads,20,843,0
90.27,Mobile,Edge,Card,US,7,92.0,No,Ads,14,1817,0
27.64,Desktop,Safari,Card,BR,2,90.0,No,Direct,13,44,0
82.26,Mobile,Safari,PayPal,UK,4,479.0,Yes,Ads,4,376,0
42.28,Desktop,Edge,Card,IN,2,46.0,No,Social,12,1129,0
10.8,Mobile,Safari,Card,US,4,165.0,No,Direct,0,756,0
61.8,Mobile,Other,PayPal,US,1,96.0,No,Direct,23,1778,0
355.31,Mobile,Chrome,Card,US,6,101.0,No,Search,6,1264,1
128.54,Desktop,Chrome,PayPal,UK,1,123.0,Yes,Search,0,1576,0
24.26,Desktop,Safari,PayPal,US,2,89.0,No,Search,16,1508,0
54.0,Desktop,Safari,Card,BR,1,307.0,Yes,Search,7,1724,0
137.2,Mobile,Chrome,PayPal,US,5,79.0,Yes,Search,15,1252,0
-0.3599999999999994,Mobile,Chrome,Card,US,4,317.0,No,Ads,1,1188,0
550.93,Mobile,Firefox,PayPal,IN,3,295.0,No,Search,18,1737,0
28.99,Mobile,Edge,Card,BR,7,206.0,No,Direct,19,441,0
63.67,Desktop,Chrome,Card,IN,2,210.0,No,Direct,21,288,0
12.31,Mobile,Firefox,Card,IN,5,243.0,No,Direct,11,375,0
50.33,Mobile,Chrome,Card,US,2,227.0,No,Search,10,1591,0
476.52,Desktop,Chrome,BankTransfer,US,2,58.0,No,Ads,20,788,0
158.08,Mobile,Chrome,COD,US,3,126.0,Yes,Search,15,466,0
402.41,Mobile,Firefox,Card,US,1,154.0,Yes,Search,12,949,0
43.84,Mobile,Firefox,BankTransfer,US,2,337.0,Yes,Social,8,1384,0
17.63,Desktop,Chrome,Card,DE,6,124.0,No,Search,2,197,0
44.43,Desktop,Other,PayPal,US,6,232.0,Yes,Search,22,119,0
125.75,Mobile,Chrome,Card,Other,4,128.0,No,Search,4,496,0
118.1,Mobile,Firefox,Card,Other,2,482.0,No,Search,21,528,1
390.8,Desktop,Chrome,PayPal,FR,7,80.0,No,Direct,16,973,0
146.24,Desktop,Chrome,Card,US,4,44.0,No,Direct,16,780,0
77.42,Desktop,Safari,Card,IN,5,206.0,No,Direct,17,640,0
22.43,Desktop,Chrome,Card,FR,4,86.0,No,Ads,5,717,0
35.1,Mobile,Chrome,BankTransfer,FR,7,56.0,Yes,Direct,16,1556,0
75.16,Desktop,Chrome,Card,US,5,91.0,Yes,Search,14,210,0
59.17,Desktop,Chrome,PayPal,US,2,319.0,No,Direct,22,832,0
97.96,Mobile,Chrome,Card,US,5,102.0,Yes,Direct,19,1418,0
62.68000000000001,Mobile,Chrome,PayPal,US,7,159.0,No,Search,20,1795,0
98.04,Desktop,Chrome,BankTransfer,US,7,319.0,No,Search,7,436,0
5.83,Mobile,Firefox,Card,UK,5,155.0,No,Direct,5,1033,0
23.44,Desktop,Firefox,Card,IN,2,64.0,No,Search,5,269,0
22.08,Desktop,Safari,PayPal,US,6,343.0,No,Ads,2,749,0
28.47,Desktop,Safari,Card,UK,6,180.0,No,Ads,15,972,0
66.16,Mobile,Safari,Card,Other,6,53.0,Yes,Direct,17,421,0
11.079999999999998,Mobile,Chrome,PayPal,Other,7,191.0,Yes,Search,16,802,0
59.52,Mobile,Chrome,COD,FR,3,210.0,Yes,Direct,9,560,0
2.619999999999999,Desktop,Firefox,Card,US,4,64.0,Yes,Search,7,611,0
6.68,Mobile,Firefox,COD,FR,2,147.0,Yes,Search,0,1523,0
40.39,Mobile,Edge,PayPal,US,1,36.0,No,Direct,0,1078,0
78.07,Desktop,Edge,Card,CN,2,168.0,No,Social,19,162,0
15.63,Mobile,Chrome,Card,US,3,53.0,Yes,Search,23,480,0
11.65,Tablet,Chrome,Card,IN,1,40.0,Yes,Search,1,865,0
98.22,Mobile,Firefox,Card,UK,7,236.0,No,Search,21,1283,0
254.3,Mobile,Safari,BankTransfer,UK,5,74.0,Yes,Search,18,214,1
30.74,Desktop,Chrome,Card,CN,1,144.0,Yes,Direct,8,312,0
340.46,Desktop,Safari,Card,FR,6,292.0,Yes,Search,16,174,0
223.74,Desktop,Other,PayPal,US,3,50.0,Yes,Direct,23,1753,0
33.21,Tablet,Edge,PayPal,IN,5,368.0,Yes,Search,22,1086,0
107.7,Mobile,Firefox,Card,Other,6,156.0,No,Direct,12,208,0
111.55,Mobile,Firefox,Card,US,1,70.0,Yes,Search,9,170,0
50.66,Mobile,Chrome,Card,Other,7,147.0,No,Social,6,744,0
25.75,Desktop,Edge,Card,DE,1,368.0,Yes,Social,14,1180,0
107.12,Desktop,Safari,Card,US,2,371.0,Yes,Ads,1,1087,0
40.5,Desktop,Edge,Card,BR,6,189.0,No,Search,14,839,0
-5.02,Mobile,Safari,PayPal,Other,1,90.0,Yes,Search,7,1163,0
48.09,Mobile,Safari,BankTransfer,FR,5,409.0,Yes,Search,7,1798,0
7.440000000000001,Mobile,Edge,Card,Other,7,209.0,No,Search,2,706,0
19.68,Mobile,Edge,COD,UK,5,303.0,Yes,Direct,2,1772,0
55.02,Desktop,Chrome,Card,UK,5,291.0,No,Search,17,222,0
51.04,Tablet,Other,Card,IN,2,261.0,No,Ads,3,561,0
316.2,Tablet,Other,Card,FR,6,345.0,Yes,Social,0,185,1
341.37,Mobile,Chrome,PayPal,IN,2,91.0,No,Direct,3,90,1
7.039999999999999,Mobile,Chrome,Card,US,2,67.0,No,Social,23,468,0
4.550000000000001,Desktop,Chrome,Card,DE,3,177.0,No,Search,4,1654,0
32.98,Mobile,Chrome,BankTransfer,IN,4,52.0,No,Direct,13,1120,0
-6.390000000000001,Mobile,Other,Card,UK,6,258.0,No,Direct,1,1542,0
124.61,Desktop,Firefox,COD,BR,5,64.0,No,Direct,14,791,0
89.09,Mobile,Firefox,BankTransfer,US,7,224.0,Yes,Search,1,1645,0
45.51,Desktop,Chrome,Card,IN,2,204.0,No,Ads,3,718,0
194.19,Mobile,Safari,PayPal,Other,4,114.0,Yes,Direct,10,1317,0
-3.84,Mobile,Chrome,Card,US,6,143.0,Yes,Search,0,1636,0
12.6,Tablet,Safari,Card,IN,3,75.0,No,Social,12,91,0
31.3,Desktop,Safari,PayPal,US,5,310.0,Yes,Social,7,1383,0
166.65,Mobile,Chrome,PayPal,CN,7,44.0,No,Search,19,137,0
283.66,Mobile,Safari,Card,US,3,23.0,No,Direct,6,1692,0
54.03,Desktop,Chrome,PayPal,US,7,320.0,No,Search,15,599,0
15.920000000000002,Mobile,Chrome,PayPal,DE,1,72.0,No,Direct,2,1805,0
4.869999999999999,Mobile,Edge,Card,FR,3,145.0,Yes,Search,7,271,0
18.75,Desktop,Chrome,Card,CN,6,21.0,No,Direct,4,1353,0
5.279999999999999,Mobile,Chrome,BankTransfer,US,6,109.0,Yes,Direct,1,40,0
26.22,Mobile,Safari,Card,BR,7,30.0,No,Social,22,1306,0
4.48,Tablet,Chrome,Card,FR,6,134.0,Yes,Direct,16,1661,0
8.84,Mobile,Firefox,Card,FR,1,206.0,Yes,Search,13,243,0
14.71,Mobile,Edge,Card,US,7,188.0,No,Direct,0,1665,0
19.47,Mobile,Firefox,PayPal,BR,7,49.0,No,Direct,5,1640,0
70.22,Desktop,Chrome,PayPal,US,2,83.0,No,Social,23,1082,0
274.31,Desktop,Chrome,PayPal,US,4,78.0,Yes,Search,5,1351,0
381.62,Desktop,Other,Card,FR,6,183.0,No,Search,2,1326,0
208.09,Mobile,Chrome,Card,US,3,81.0,Yes,Search,16,327,0
52.62,Mobile,Firefox,Card,Other,7,39.0,Yes,Direct,7,745,0
8.55,Desktop,Chrome,PayPal,DE,4,167.0,Yes,Social,21,1645,0
178.98,Mobile,Safari,Card,US,1,42.0,No,Ads,6,1314,0
564.61,Mobile,Safari,PayPal,DE,1,146.0,Yes,Social,10,1497,0
228.43,Desktop,Chrome,Card,US,1,249.0,No,Social,23,1733,0
128.3,Mobile,Chrome,PayPal,IN,6,400.0,No,Search,2,607,0
156.49,Desktop,Chrome,Card,Other,5,174.0,No,Ads,23,788,0
284.32,Desktop,Chrome,Card,BR,2,137.0,No,Direct,15,1747,0
10.25,Mobile,Edge,Card,UK,4,263.0,No,Search,4,508,0
23.16,Desktop,Chrome,COD,DE,4,59.0,No,Social,21,5,0
-1.7100000000000009,Mobile,Chrome,Card,UK,5,120.0,No,Social,17,1651,0
6.899999999999999,Mobile,Safari,Card,UK,3,135.0,Yes,Direct,1,1441,0
1.3499999999999996,Desktop,Chrome,PayPal,UK,4,198.0,Yes,Direct,23,1636,0
32.03,Desktop,Safari,Card,Other,4,274.0,No,Search,8,484,0
8.46,Mobile,Chrome,Card,US,4,83.0,Yes,Direct,14,60,0
25.06,Mobile,Safari,PayPal,BR,3,156.0,Yes,Search,12,10,0
30.340000000000003,Mobile,Chrome,Card,US,4,94.0,No,Search,7,53,0
24.25,Desktop,Chrome,Card,IN,2,151.0,No,Social,1,602,0
390.44,Tablet,Chrome,Card,UK,3,48.0,Yes,Search,9,526,1
27.51,Mobile,Edge,PayPal,Other,3,108.0,Yes,Ads,4,1584,0
211.33,Mobile,Firefox,Card,US,4,380.0,No,Search,21,72,0
161.53,Mobile,Firefox,Card,DE,1,58.0,Yes,Search,5,1328,0
90.8,Desktop,Chrome,Card,US,2,126.0,Yes,Direct,8,1655,0
70.91,Mobile,Chrome,BankTransfer,US,1,162.0,Yes,Search,20,1534,0
54.900000000000006,Desktop,Chrome,BankTransfer,BR,1,194.0,Yes,Search,5,858,0
47.48,Desktop,Chrome,Card,DE,1,389.0,No,Search,4,384,0
21.75,Mobile,Chrome,Card,Other,5,208.0,No,Ads,17,703,0
210.9,Mobile,Firefox,Card,US,4,392.0,Yes,Direct,19,446,1
63.61,Mobile,Chrome,Card,UK,5,0.0,No,Direct,18,970,1
21.85,Desktop,Chrome,Card,CN,1,31.0,No,Social,17,1764,0
25.270000000000003,Mobile,Safari,Card,BR,6,137.0,No,Search,15,1551,0
21.17,Desktop,Safari,Card,US,4,181.0,No,Direct,11,980,0
31.1,Desktop,Edge,PayPal,Other,6,161.0,No,Search,2,274,0
-7.390000000000001,Desktop,Chrome,PayPal,FR,5,136.0,Yes,Search,21,1372,0
31.22,Mobile,Edge,Card,US,4,232.0,No,Direct,15,2,0
42.07,Tablet,Edge,Card,US,4,210.0,No,Search,0,586,0
153.26,Mobile,Chrome,PayPal,US,2,114.0,No,Ads,0,261,0
5.84,Mobile,Chrome,Card,Other,4,123.0,No,Search,10,1252,0
167.01,Desktop,Safari,PayPal,US,1,123.0,No,Social,23,1215,0
